web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,detail,nombre_chambre,nombre_salle_bain,superficie,adresse,ville,prix,image_link-src
"1707690297-34","https://www.expat-dakar.com/appartements-meubles?page=7","Studio meuble a louer Mermor Batrin
1 chambre
Mermoz,
Dakar

jeudi, 13:12

20 000 F Cfa

783832997

783809758","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-mermor-batrin-5800697","Studio meuble a louer Mermor Batrin","1","1","","Mermoz","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d460c6400a8ecf68f38243b4be44ba3e/-/horizon-files-prod/ed/picture/q44dggx4/91e6834e950a28389455c6ea2c8d8901b57cadad.jpg"
"1707690300-35","https://www.expat-dakar.com/appartements-meubles?page=7","Studio chambre salon Grand Standing
150 m²
Almadies,
Dakar

jeudi, 13:16

30 000 F Cfa

777108923","https://www.expat-dakar.com/annonce/studio-chambre-salon-grand-standing-5232209","Studio chambre salon Grand Standing","","1","150 m²","Almadies","Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/33270e4d0169c5fea4389ceeb9d21560/-/horizon-files-prod/ed/picture/q44jr6r9/59e6e75dd236526b45383135b21d0fc6b035328b.jpg"
"1707690302-1","https://www.expat-dakar.com/appartements-meubles?page=98","Appartement meublé à louer à Ouest Foire
2 chambre
Yoff,
Dakar

25. déc. '23, 11:32

15 000 F Cfa

773642155","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-ouest-foire-2727402","Appartement meublé à louer à Ouest Foire","2","","","Yoff","Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a468ae67bfae9264b454a000d3abad79/-/horizon-files-prod/ed/picture/migrated/q8p9w57/2e47f05810ac348053ccb43b4b2d113246abffc2.jpg"
"1707690304-2","https://www.expat-dakar.com/appartements-meubles?page=98","Chambre meublée
1 chambre18 m²
Yoff,
Dakar

25. déc. '23, 11:32

12 000 F Cfa

773642155","https://www.expat-dakar.com/annonce/chambre-meublee-3174062","Chambre meublée","1","1","18 m²","Yoff","Dakar","12 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5fe37c97e34541ee208071d95aba8977/-/horizon-files-prod/ed/picture/qdzjexj/c1a599aa6812f600bc350b54cbc2f20802a2e0c5.jpg"
"1707690304-36","https://www.expat-dakar.com/appartements-meubles?page=7","Studio meublé spacieux Climatisé Almadie
1 chambre4 m²
Almadies,
Dakar

jeudi, 13:16

30 000 F Cfa

777108923","https://www.expat-dakar.com/annonce/studio-meuble-spacieux-climatise-almadie-5070643","Studio meublé spacieux Climatisé Almadie","1","1","4 m²","Almadies","Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cc3d3795ec29d13298eafc8cb6a2145a/-/horizon-files-prod/ed/picture/qzgwp69/bf173739afed4be301d7c3e5b79a4568952eebb8.jpg"
"1707690307-3","https://www.expat-dakar.com/appartements-meubles?page=98","Appartements meublés de luxe à Thiès
2 chambre250 m²
Thiès,
Thiès

vendredi, 11:34

35 000 F Cfa

778507459

778507459

781159213","https://www.expat-dakar.com/annonce/appartements-meubles-de-luxe-a-thies-3613453","Appartements meublés de luxe à Thiès","2","3","250 m²","Thiès","Thiès","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c9f3f286d90bb50bde983554f7968ff/-/horizon-files-prod/ed/picture/q49prvz/ce0fc57ccb3a5932092ad3dad337b3281ed6e556.jpg"
"1707690307-37","https://www.expat-dakar.com/appartements-meubles?page=7","Mini studio américain Spacieux Almadie
4 m²
Almadies,
Dakar

jeudi, 13:16

15 000 F Cfa

777108923","https://www.expat-dakar.com/annonce/mini-studio-americain-spacieux-almadie-4930254","Mini studio américain Spacieux Almadie","","1","4 m²","Almadies","Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c0479ce669cb1f04bb3bd65c869c72dc/-/horizon-files-prod/ed/picture/qrdz255/d6aba79cff059d396eef846fa95c4c6622a46a0a.jpg"
"1707690309-4","https://www.expat-dakar.com/appartements-meubles?page=98","Appartement à louer sur la corniche
3 chambre
Mermoz,
Dakar

jeudi, 00:09

1 F Cfa

779811919

338252230

704500101","https://www.expat-dakar.com/annonce/appartement-a-louer-sur-la-corniche-2724905","Appartement à louer sur la corniche","3","","","Mermoz","Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a73d21497b777252ede371cbc8aa127/-/horizon-files-prod/ed/picture/migrated/qgm0r2m/a1578fa9c562f0fc45dec61ae36d41828f9ae2ef.jpg"
"1707690310-38","https://www.expat-dakar.com/appartements-meubles?page=7","Beau Studio Meublé Ngor-Almadies
140 m²
Almadies,
Dakar

jeudi, 13:32

25 000 F Cfa

784574920","https://www.expat-dakar.com/annonce/beau-studio-meuble-ngor-almadies-5824325","Beau Studio Meublé Ngor-Almadies","","2","140 m²","Almadies","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff8a8b86a47fcd5eeca2ad908f51afa2/-/horizon-files-prod/ed/picture/q0g2rm4g/fe5568f4bf8b78c662e69e14918c13d5bafe228f.jpg"
"1707690312-5","https://www.expat-dakar.com/appartements-meubles?page=98","VIP

Appartement meublé à louer à Hann Maristes
1 chambre
Hann Bel-Air,
Dakar

5. janv., 11:25

20 000 F Cfa

783079494

776220307

771803231","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-hann-maristes-2724604","Appartement meublé à louer à Hann Maristes","1","","","Hann Bel-Air","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9bb07701e9c84aaab6125e65fb2ed8b7/-/horizon-files-prod/ed/picture/migrated/q7pm85g/f43b5359f9aeccc3949debf93855eadd9a2abf02.jpg"
"1707690314-6","https://www.expat-dakar.com/appartements-meubles?page=98","A La Une

Appartement meublé à louer à ZAC MBAO
2 chambre
Zac Mbao,
Dakar

13. sept. '23, 15:13

25 000 F Cfa

774215964","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-zac-mbao-5524368","Appartement meublé à louer à ZAC MBAO","2","1","","Zac Mbao","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0717a8dcf7f00bf87e7b997a0b4b1bbf/-/horizon-files-prod/ed/picture/qv4456nv/0791e864eb36af26fc19eaa500aff0824be434ee.jpg"
"1707690315-39","https://www.expat-dakar.com/appartements-meubles?page=7","Appartement Meublé Mermoz F4
3 chambre
Mermoz,
Dakar

jeudi, 13:45

Vendeur vérifié

1 700 000 F Cfa

772381402

774813344

777344223","https://www.expat-dakar.com/annonce/appartement-meuble-mermoz-f4-5999894","Appartement Meublé Mermoz F4","3","4","","Mermoz","Dakar","1 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/00c916bfe801fa93160376aadc93ca03/-/horizon-files-prod/ed/picture/qwe29jjj/a6b99cfd1e2d91ac8b02103f32581c288cb8abaf.png"
"1707690318-40","https://www.expat-dakar.com/appartements-meubles?page=7","Chambre mini studio meublée au virage

Yoff,
Dakar

jeudi, 14:16

20 000 F Cfa

765746161

773206268

760190706","https://www.expat-dakar.com/annonce/chambre-mini-studio-meublee-au-virage-2761252","Chambre mini studio meublée au virage","","","","Yoff","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9fc1c72ef16b30129b453fb6444e046c/-/horizon-files-prod/ed/picture/migrated/q40r8jr/712842a6fbfe5f8c45849933598e7acc28bcd513.jpg"
"1707690319-7","https://www.expat-dakar.com/appartements-meubles?page=97","Almadies appartement à vendre
1 chambre70 m²
Ngor,
Dakar

30. mars '22, 08:52

82 000 000 F Cfa

775605479

765503636

765503838","https://www.expat-dakar.com/annonce/almadies-appartement-a-vendre-3943513","Almadies appartement à vendre","1","1","70 m²","Ngor","Dakar","82 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/38fa13b335c4f0c71867c965cf026221/-/horizon-files-prod/ed/picture/qg6x46k/6f204002c092a61cd9b5f5e25005160abe8e8005.jpg"
"1707690320-41","https://www.expat-dakar.com/appartements-meubles?page=7","Chambre meublée au virage
10 m²
Yoff,
Dakar

jeudi, 14:16

15 000 F Cfa

765746161

773206268

760190706","https://www.expat-dakar.com/annonce/chambre-meublee-au-virage-2761272","Chambre meublée au virage","","1","10 m²","Yoff","Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/98834d466d0c5f6b48c0de81553b9ec7/-/horizon-files-prod/ed/picture/migrated/qrn6vrg/aec6e7fbf0bddca6270ff3c9b42402d9ccd10dc7.jpg"
"1707690321-8","https://www.expat-dakar.com/appartements-meubles?page=97","Studio meublé à Ngor
1 chambre
Ngor,
Dakar

8. avr. '22, 11:54

25 000 F Cfa

766200281","https://www.expat-dakar.com/annonce/studio-meuble-a-ngor-3440645","Studio meublé à Ngor","1","1","","Ngor","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7b6b29f27ecd4ffe4f794354a9fbe747/-/horizon-files-prod/ed/picture/q74q76n/8fdb3162f010605241806ed378852929ec8c1f54.jpg"
"1707690323-42","https://www.expat-dakar.com/appartements-meubles?page=7","Bel appartement à louer au plateau
1 chambre
Plateau,
Dakar

vendredi, 14:56

1 300 000 F Cfa

774823430

776548731

774836846","https://www.expat-dakar.com/annonce/bel-appartement-a-louer-au-plateau-6000003","Bel appartement à louer au plateau","1","1","","Plateau","Dakar","1 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bdcbc682e767a42521e4287a1fd29a19/-/horizon-files-prod/ed/picture/q0gwx56d/01cdda5f69f5daa873979e65ea94c43b73b22fbf.jpg"
"1707690324-9","https://www.expat-dakar.com/appartements-meubles?page=97","Appartement meublé sur la corniche Almadies
2 chambre
Almadies,
Dakar

25. avr. '22, 09:25

1 300 000 F Cfa

775605479

765503636

765503838","https://www.expat-dakar.com/annonce/appartement-meuble-sur-la-corniche-almadies-3963997","Appartement meublé sur la corniche Almadies","2","1","","Almadies","Dakar","1 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1cb38c67e3669aa14e451865f6e2afa0/-/horizon-files-prod/ed/picture/q4gx049/4b92b5665048c8e7c01a332ffd9544a3b7e70389.jpg"
"1707690327-10","https://www.expat-dakar.com/appartements-meubles?page=97","Appartement meublé à louer à Keur Massar
3 chambre
Pikine,
Dakar

3. mai '22, 14:16

10 000 F Cfa

780158351

761403886","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-keur-massar-2774757","Appartement meublé à louer à Keur Massar","3","","","Pikine","Dakar","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5788c247d02e4538059a04a1fb6e0ea/-/horizon-files-prod/ed/picture/migrated/qjpdmmv/08173b8289c8f8e68fd210628bf3b5e375906e9c.jpg"
"1707690328-43","https://www.expat-dakar.com/appartements-meubles?page=7","APPARTEMENT A LOUER À LA CITÉ KEUR GORGUI
2 chambre
Cité keur gorgui,
Dakar

jeudi, 16:27

60 000 F Cfa

786158233

777490136","https://www.expat-dakar.com/annonce/appartement-a-louer-a-la-cite-keur-gorgui-6000038","APPARTEMENT A LOUER À LA CITÉ KEUR GORGUI","2","2","","Cité keur gorgui","Dakar","60 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4fdacc585fdb51c4b6f74113f0d7ebe/-/horizon-files-prod/ed/picture/qpd652ep/a98be0695a89d87a8edc91d68f30a5b4bbeba2b1.jpg"
"1707690329-11","https://www.expat-dakar.com/appartements-meubles?page=97","A louer appartement F3 meublé virage
2 chambre100 m²
Virage,
Dakar

22. mai '22, 07:17

850 000 F Cfa

775597743","https://www.expat-dakar.com/annonce/a-louer-appartement-f3-meuble-virage-4099618","A louer appartement F3 meublé virage","2","1","100 m²","Virage","Dakar","850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bb0a68f2b81f67313761f36607bcce7a/-/horizon-files-prod/ed/picture/qdp6r00/c452aea0b601cf196b1748f4fd2bd8922dfe7196.jpg"
"1707690332-12","https://www.expat-dakar.com/appartements-meubles?page=97","Appartement meublé à louer aux Mamelles
2 chambre200 m²
Mamelles,
Dakar

27. mai '22, 09:46

37 000 F Cfa

766200281","https://www.expat-dakar.com/annonce/meuble-de-3-pieces-mamelles-3400647","Appartement meublé à louer aux Mamelles","2","3","200 m²","Mamelles","Dakar","37 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/926b98ea5e5fcd6cd394294c6acb6a8d/-/horizon-files-prod/ed/picture/q0vz92e/30e534badf98954fdf79205ef3c75d70cffd9b3d.jpg"
"1707690333-44","https://www.expat-dakar.com/appartements-meubles?page=6","Grandvilla
1 chambre
Ouest foire,
Dakar

jeudi, 16:06

25 000 F Cfa

785991680

785991680","https://www.expat-dakar.com/annonce/grandvilla-5984480","Grandvilla","1","1","","Ouest foire","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a9f240cb3247559c4e520203669fce6a/-/horizon-files-prod/ed/picture/qkrgvmdj/9b6094200c639ab12c111474742d91a71dde1deb.jpg"
"1707690334-13","https://www.expat-dakar.com/appartements-meubles?page=97","Studio meublé zone calme à Liberté 6

Liberte 6,
Dakar

10. juin '22, 18:20

25 000 F Cfa

785783589","https://www.expat-dakar.com/annonce/studio-meuble-zone-calme-a-liberte-6-4486399","Studio meublé zone calme à Liberté 6","","","","Liberte 6","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf619e449b5df3b86c3fbbac84425ff4/-/horizon-files-prod/ed/picture/qx02wq8/419d0cb6e127bcbe42e7d939f6ddab5d318e593e.jpg"
"1707690336-45","https://www.expat-dakar.com/appartements-meubles?page=6","Appartement Meublé à Hann Mariste
1 chambre80 m²
Hann maristes,
Dakar

jeudi, 16:31

25 000 F Cfa

762668595","https://www.expat-dakar.com/annonce/appartement-meuble-a-hann-mariste-5254856","Appartement Meublé à Hann Mariste","1","2","80 m²","Hann maristes","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a0b8f5a8ca2bd57533838f109460bd2/-/horizon-files-prod/ed/picture/qm5mn4pr/a97afa66117bb0eb548751bb1727dbb5aaedafb2.jpg"
"1707690337-14","https://www.expat-dakar.com/appartements-meubles?page=97","Appartement meublé à louer à Cité Keur gorgui
3 chambre
Sacré-cœur,
Dakar

16. juin '22, 11:17

45 000 F Cfa

773638684

777611002

760279297","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-cite-keur-gorgui-2787212","Appartement meublé à louer à Cité Keur gorgui","3","","","Sacré-cœur","Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/569823fc40f75fd7306f5bb54753d127/-/horizon-files-prod/ed/picture/migrated/q40mjm8/34f8150912656b20e91dd52691f6ae5fda582586.jpg"
"1707690339-15","https://www.expat-dakar.com/appartements-meubles?page=97","Appartement meublé à louer à Liberté 6 extension
2 chambre130 m²
Sicap Liberté,
Dakar

24. juin '22, 09:46

30 000 F Cfa

779101365

773091999

779101365","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-liberte-6-extension-2726761","Appartement meublé à louer à Liberté 6 extension","2","2","130 m²","Sicap Liberté","Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f7fecc01f6945391e4f25e355aa8f63/-/horizon-files-prod/ed/picture/migrated/qd06zm5/fdaae2dab5d089c08a37c46909e201cbf5ce627f.jpg"
"1707690340-46","https://www.expat-dakar.com/appartements-meubles?page=6","F4 MEUBLE A LOUER AUX ALMADIES

Almadies,
Dakar

jeudi, 17:24

2 329 600 F Cfa

781029292

775146868

338645401","https://www.expat-dakar.com/annonce/f4-meuble-a-louer-aux-almadies-5929765","F4 MEUBLE A LOUER AUX ALMADIES","","","","Almadies","Dakar","2 329 600 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4837c6f22e7377b03e64a09d94df2491/-/horizon-files-prod/ed/picture/qzvdzn59/a77570f0527bba4d59aa821d44bcd8f24faf7c44.jpg"
"1707690342-16","https://www.expat-dakar.com/appartements-meubles?page=97","Chambres meublées à louer à Mermoz

Mermoz,
Dakar

4. juil. '22, 15:40

Vendeur vérifié

15 000 F Cfa

709391488","https://www.expat-dakar.com/annonce/chambres-meublees-a-louer-a-mermoz-3674401","Chambres meublées à louer à Mermoz","","","","Mermoz","Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7dd9564612dee86f952e7dbc684f9819/-/horizon-files-prod/ed/picture/q7qq86j/c2225836f71684c92b9dd4c9dbe8d84f5167b12e.jpg"
"1707690344-47","https://www.expat-dakar.com/appartements-meubles?page=6","F4 MEUBLÉ A LOUER A YOFF VIRAGE (zone accessible)

Virage,
Dakar

jeudi, 17:37

1 200 000 F Cfa

781029292

775146868

338645401","https://www.expat-dakar.com/annonce/f4-meuble-a-louer-a-yoff-virage-zone-accessible-5632197","F4 MEUBLÉ A LOUER A YOFF VIRAGE (zone accessible)","","","","Virage","Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a58190a0e9b1eb6cc7125a0df77867ff/-/horizon-files-prod/ed/picture/q44djxge/9b6de15eb8604905fd00500bc36a0ffe0230ea76.jpg"
"1707690346-48","https://www.expat-dakar.com/appartements-meubles?page=6","Appartement meublé Maristes 2
1 chambre
Hann maristes,
Dakar

jeudi, 19:09

25 000 F Cfa

764534992

772346054","https://www.expat-dakar.com/annonce/appartement-meuble-maristes-2-5879577","Appartement meublé Maristes 2","1","","","Hann maristes","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a21c52891f1e497cd55f5d1b49452421/-/horizon-files-prod/ed/picture/qxj2620z/7b449c3568cd3f94f2147b5549a55549d1cb5c33.jpg"
"1707690347-17","https://www.expat-dakar.com/appartements-meubles?page=96","Appartement meublé à louer

Yoff,
Dakar

27. juil. '22, 14:50

Vendeur vérifié

25 000 F Cfa

778656957

709532371","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-2882027","Appartement meublé à louer","","","","Yoff","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b669a41a4214b5eaf25d2397cbde9813/-/horizon-files-prod/ed/picture/qnn78k9/5914e650c5a94eb0267a8564500ff24219847ecd.jpg"
"1707690349-18","https://www.expat-dakar.com/appartements-meubles?page=96","Appartement Meublé
2 chambre85 m²
Rufisque,
Dakar

2. janv., 22:55

20 000 F Cfa

772006243

772006243","https://www.expat-dakar.com/annonce/appartement-meuble-5034516","Appartement Meublé","2","2","85 m²","Rufisque","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f94ebbe2d95693f3ea72f0e61bb2dcf1/-/horizon-files-prod/ed/picture/qpk2ezr/36791951738317cfb19fb4a836b9d2313c035989.jpg"
"1707690350-49","https://www.expat-dakar.com/appartements-meubles?page=6","APPARTEMENT MEUBLÉ À LOUER MERMOZ
3 chambre120 m²
Mermoz,
Dakar

9. janv., 11:36

65 000 F Cfa

779811919

338252230

704500101","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-mermoz-5835397","APPARTEMENT MEUBLÉ À LOUER MERMOZ","3","1","120 m²","Mermoz","Dakar","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/83429c153eb7372367fc17f51c0c8d6b/-/horizon-files-prod/ed/picture/q44dxj2r/c2d4a5f4f0a4b7d7697317d6cfcc62c7a74c749b.jpg"
"1707690351-19","https://www.expat-dakar.com/appartements-meubles?page=96","Studio meublé à la cité Hilal 2 Maristes
1 chambre
Hann Bel-Air,
Dakar

20. sept. '22, 16:48

20 000 F Cfa

774170303","https://www.expat-dakar.com/annonce/studio-meuble-a-la-cite-hilal-2-maristes-3648662","Studio meublé à la cité Hilal 2 Maristes","1","2","","Hann Bel-Air","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4d65a55127c8cfa5bc2073340af1f98b/-/horizon-files-prod/ed/picture/qdqjmj0/37c112df46bcb2d59f849015b8bdc5e5d7d7df88.jpg"
"1707690353-50","https://www.expat-dakar.com/appartements-meubles?page=6","Location courte duree - Dakar Ouest Foire
2 chambre70 m²
Ouest foire,
Dakar

vendredi, 10:41

50 000 F Cfa

785310593","https://www.expat-dakar.com/annonce/location-courte-duree-dakar-ouest-foire-5951870","Location courte duree - Dakar Ouest Foire","2","2","70 m²","Ouest foire","Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1164e10801b01dfcac200044abaae0a5/-/horizon-files-prod/ed/picture/q9m9n4k6/8e0b91ee8507b69f5cfff7afc1ba265b1c3f9419.jpg"
"1707690354-20","https://www.expat-dakar.com/appartements-meubles?page=96","Appartement meublé 2 chambres
2 chambre300 m²
Mamelles,
Dakar

26. sept. '22, 00:35

35 000 F Cfa

766536620

766536620

777945547","https://www.expat-dakar.com/annonce/appartement-meuble-2-chambres-5046549","Appartement meublé 2 chambres","2","2","300 m²","Mamelles","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/46013fd50741f94f27ee76d3085a9ea6/-/horizon-files-prod/ed/picture/qnrz4qk/0a39e2848ec42e4df84d2a841928efc3c5f4db9f.jpg"
"1707690356-21","https://www.expat-dakar.com/appartements-meubles?page=96","Chambre meublée au lac rose accès piscine
1 chambre
Lac Rose,
Dakar

30. sept. '22, 13:17

30 000 F Cfa

777940555","https://www.expat-dakar.com/annonce/chambre-meublee-au-lac-rose-acces-piscine-5105614","Chambre meublée au lac rose accès piscine","1","1","","Lac Rose","Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e0c25bdbc90ab2733ed6e02a3bd01c0/-/horizon-files-prod/ed/picture/qk9e2ex/d2897ef2dbee80b6f10b83a53cb9f3339ff1a490.jpg"
"1707690358-51","https://www.expat-dakar.com/appartements-meubles?page=6","Appartements meublés de luxe à Thiés
3 chambre250 m²
Thiès,
Thiès

vendredi, 11:34

35 000 F Cfa

778507459

778507459

781159213","https://www.expat-dakar.com/annonce/appartements-meubles-de-luxe-a-thies-4916096","Appartements meublés de luxe à Thiés","3","4","250 m²","Thiès","Thiès","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5037a3b729cfa252dfc5842a1988b182/-/horizon-files-prod/ed/picture/q8jq84j/e25e03065c40aed05827f3672095e194de1232d1.jpg"
"1707690359-22","https://www.expat-dakar.com/appartements-meubles?page=96","Chambre à louer au lac rose accessible piscine
1 chambre
Lac Rose,
Dakar

30. sept. '22, 13:17

25 000 F Cfa

777940555","https://www.expat-dakar.com/annonce/chambre-a-louer-au-lac-rose-accessible-piscine-5105581","Chambre à louer au lac rose accessible piscine","1","1","","Lac Rose","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/12ab288279e708620a671ccb5a1877a8/-/horizon-files-prod/ed/picture/qjve2g8/3efc609f49784d60f03bb68dcc7cf132b5c171c1.jpg"
"1707690361-23","https://www.expat-dakar.com/appartements-meubles?page=96","Luxueux appartement meublé
3 chambre
Zac Mbao,
Dakar

6. oct. '22, 18:56

55 000 F Cfa

764852222

775459393","https://www.expat-dakar.com/annonce/luxueux-appartement-meuble-3973710","Luxueux appartement meublé","3","3","","Zac Mbao","Dakar","55 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a67979f2e1c7661fa6f061fa910b1a07/-/horizon-files-prod/ed/picture/qrxd8v8/b1276b6b816215f185892b23c79eeffec2927427.jpg"
"1707690363-52","https://www.expat-dakar.com/appartements-meubles?page=6","Magnifique appartement aux Mamelles
2 chambre150 m²
Mamelles,
Dakar

vendredi, 12:04

35 000 F Cfa

784640496","https://www.expat-dakar.com/annonce/magnifique-appartement-aux-mamelles-2957245","Magnifique appartement aux Mamelles","2","3","150 m²","Mamelles","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5fcdaa60d63cd13f28e64ab432fec316/-/horizon-files-prod/ed/picture/q7rd6vj/995e1c13f6694dc75b30a9a81d34801625a7864d.jpg"
"1707690364-24","https://www.expat-dakar.com/appartements-meubles?page=96","Luxueux studio meublé zac mbao
1 chambre
Mbao,
Dakar

17. oct. '22, 08:09

25 000 F Cfa

764852222

775459393","https://www.expat-dakar.com/annonce/luxueux-studio-meuble-zac-mbao-2921736","Luxueux studio meublé zac mbao","1","2","","Mbao","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e160361b7f8fe14238de26cd05f9784/-/horizon-files-prod/ed/picture/qkv2xn8/8ad1b04c6a999cfc14b44e92a7d3511215f05506.jpg"
"1707690366-25","https://www.expat-dakar.com/appartements-meubles?page=96","Appartement meublés à louer à Front de terre
1 chambre30 m²
Zone de captage,
Dakar

12. janv., 11:21

18 000 F Cfa

776608043

776796778","https://www.expat-dakar.com/annonce/appartement-meubles-a-louer-a-front-de-terre-3433740","Appartement meublés à louer à Front de terre","1","1","30 m²","Zone de captage","Dakar","18 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b35116656a05e03b0fb1cc27b9228208/-/horizon-files-prod/ed/picture/qdmm46w/47831d3e73a3c17e8e15539fa2976e70d8f99c7f.jpg"
"1707690366-53","https://www.expat-dakar.com/appartements-meubles?page=6","Grande suite de 2Ch à Sipres Mourtada2
2 chambre
Ouest foire,
Dakar

2. déc. '23, 15:23

35 000 F Cfa

40 000 F Cfa

Économisez 12.5%

778760777

778500713","https://www.expat-dakar.com/annonce/grande-suite-de-2ch-a-sipres-mourtada2-5876037","Grande suite de 2Ch à Sipres Mourtada2","2","","","Ouest foire","Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/07780fda2486580b2bab596bde88a3fd/-/horizon-files-prod/ed/picture/qj4r4k7d/068d308ee0ad930949ce0d10309e8c92c2cb632a.jpg"
"1707690369-26","https://www.expat-dakar.com/appartements-meubles?page=96","Appartement meublé F2 à Mermoz
1 chambre
Mermoz,
Dakar

14. nov. '22, 09:31

Vendeur vérifié

30 000 F Cfa

784581818

773109594

338233452","https://www.expat-dakar.com/annonce/appartement-meuble-f2-a-mermoz-3325678","Appartement meublé F2 à Mermoz","1","1","","Mermoz","Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/978bfb303d8c5bb9a420e5df1cd43555/-/horizon-files-prod/ed/picture/qmqgv0g/7a487a441fac759d3212f2332db675a1f2c4f402.jpg"
"1707690372-54","https://www.expat-dakar.com/appartements-meubles?page=5","Appartement meublé à keur Gorgui F4
3 chambre150 m²
Cité keur gorgui,
Dakar

3. déc. '23, 20:18

Vendeur vérifié

75 000 F Cfa

781322222","https://www.expat-dakar.com/annonce/appartement-meuble-a-keur-gorgui-f4-5895876","Appartement meublé à keur Gorgui F4","3","3","150 m²","Cité keur gorgui","Dakar","75 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0c32c99f069dec4fb3752f06fbfc944f/-/horizon-files-prod/ed/picture/qrzvvw4j/320a3efa92e7f0c08e327e8291ffcc1e72049fc7.jpg"
