web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,detail,nombre_chambre,nombre_salle_bain,superficie,adresse,ville,prix,image_link-src
"1707688507-47","https://www.expat-dakar.com/appartements-a-louer?page=6","Appartement a louer a Ngor
2 chambre150 m²
Ngor,
Dakar

jeudi, 16:18

350 000 F Cfa

776576626

772317210

779242728","https://www.expat-dakar.com/annonce/appartement-a-louer-a-ngor-5974541","Appartement a louer a Ngor","2","3","","Ngor","Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/547a552a7db82adb83356a1896d18554/-/horizon-files-prod/ed/picture/q56x5446/c86b267c5d34395fefde6b1d8dae00d39fa32ec7.jpg"
"1707688510-48","https://www.expat-dakar.com/appartements-a-louer?page=6","Trois chambres à louer par mois
3 chambre220 m²
Almadies,
Dakar

jeudi, 16:43

1 600 000 F Cfa

772506673

767277483

772506673","https://www.expat-dakar.com/annonce/trois-chambres-a-louer-par-mois-6000089","Trois chambres à louer par mois","3","4","","Almadies","Dakar","1 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f24e34cec4ac2957ac1074e691dfa47/-/horizon-files-prod/ed/picture/q785d9ex/e62d4b43333a849d4633c4236de01f701ffc8c82.jpg"
"1707688512-49","https://www.expat-dakar.com/appartements-a-louer?page=6","BEL F4 A LOUER A FANN RESIDENCE

Fann,
Dakar

jeudi, 17:23

1 000 000 F Cfa

781029292

775146868

338645401","https://www.expat-dakar.com/annonce/bel-f4-a-louer-a-fann-residence-5993365","BEL F4 A LOUER A FANN RESIDENCE","","","Commodités:","Fann","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/89f278758b53710ebce9e90e63602bc6/-/horizon-files-prod/ed/picture/qzvd5mgk/bdc315ea725eef991cad8d8095e93738d64cd361.jpg"
"1707688515-50","https://www.expat-dakar.com/appartements-a-louer?page=6","F4 A LOUER AUX ALMADIES ROUTE DU KING FAHD

Almadies,
Dakar

jeudi, 17:24

2 000 000 F Cfa

781029292

775146868

338645401","https://www.expat-dakar.com/annonce/f4-a-louer-aux-almadies-route-du-king-fahd-5875833","F4 A LOUER AUX ALMADIES ROUTE DU KING FAHD","","","DESCRIPTION:","Almadies","Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a6922bb571bf59322809d686c90a7454/-/horizon-files-prod/ed/picture/qxj2jr2w/fccf6e7f15d05ac4bba722e36458908281d04853.jpg"
"1707688517-51","https://www.expat-dakar.com/appartements-a-louer?page=6","Bel appartement à louer au plateau

Plateau,
Dakar

jeudi, 17:25

4 000 000 F Cfa

781029292

775146868

338645401","https://www.expat-dakar.com/annonce/bel-appartement-a-louer-au-plateau-5947671","Bel appartement à louer au plateau","","","description:","Plateau","Dakar","4 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a9b6194c602d72cc3621de7c6dce9e73/-/horizon-files-prod/ed/picture/qngxjnnv/a003f063b00d651227d1664617386951140f2e09.jpg"
"1707688522-52","https://www.expat-dakar.com/appartements-a-louer?page=5","F3 A LOUER AUX ALMADIES

Almadies,
Dakar

jeudi, 17:34

1 200 000 F Cfa

781029292

775146868

338645401","https://www.expat-dakar.com/annonce/f3-a-louer-aux-almadies-5853375","F3 A LOUER AUX ALMADIES","","","Description :","Almadies","Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/70c2b78780c9f2d360bbbbd5b4c37d40/-/horizon-files-prod/ed/picture/q44de9gm/6d240578b5bfc1819ae7d889c3e2213697b33a2d.jpg"
"1707688527-53","https://www.expat-dakar.com/appartements-a-louer?page=5","Appartement f4 avec vue sur mer à louer à Hann Marinas
3 chambre219 m²
Hann marinas,
Dakar

jeudi, 19:52

800 000 F Cfa

773519884","https://www.expat-dakar.com/annonce/appartement-f4-avec-vue-sur-mer-a-louer-a-hann-marinas-5972771","Appartement f4 avec vue sur mer à louer à Hann Marinas","3","2","","Hann marinas","Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/146d98fb27cd0642543cb9fb09cc61ed/-/horizon-files-prod/ed/picture/qngx24wk/d8fb4ff743136f8a8f4b89e7ab5ddae697c645fa.jpg"
"1707688530-54","https://www.expat-dakar.com/appartements-a-louer?page=5","Appartement à louer point E
3 chambre
Point-e,
Dakar

8. nov. '23, 16:56

1 500 000 F Cfa

774449704

763484712","https://www.expat-dakar.com/annonce/appartement-a-louer-point-e-5930339","Appartement à louer point E","3","","","Point-e","Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2fd6ec9ea1840ef71a3133251bd5fd18/-/horizon-files-prod/ed/picture/q2jq74xe/d12b4786c2fcbf1fd6c0c4ce17d3127a0a1e0071.jpg"
"1707688534-55","https://www.expat-dakar.com/appartements-a-louer?page=5","LOCATION APPARTEMENTS HAUT STANDING ALMADIES
4 chambre250 m²
Almadies,
Dakar

vendredi, 08:39

1 600 000 F Cfa

776576626

772317210

779242728","https://www.expat-dakar.com/annonce/location-appartements-haut-standing-almadies-5995585","LOCATION APPARTEMENTS HAUT STANDING ALMADIES","4","5","","Almadies","Dakar","1 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5036ffdec69330e3341e22e2ac889c8a/-/horizon-files-prod/ed/picture/q56x2682/d33c636f38f7bb8b0edc765206afde11a5359a65.jpg"
"1707688538-56","https://www.expat-dakar.com/appartements-a-louer?page=5","Spacieux Appartement F5 au Virage
4 chambre250 m²
Virage,
Dakar

vendredi, 10:27

Vendeur vérifié

1 400 000 F Cfa

772293834

769023031","https://www.expat-dakar.com/annonce/spacieux-appartement-f5-au-virage-5649607","Spacieux Appartement F5 au Virage","4","5","L'immeuble est doté d'un parking, d'un gardiennage H24, d'une piscine et d'une salle de sport","Virage","Dakar","1 400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a9e1eb545b92920082b2e958ff57b3b5/-/horizon-files-prod/ed/picture/qq4dd8rw/5e98e68049f382519542a1a336943bb3c37afda2.jpg"
"1707688540-57","https://www.expat-dakar.com/appartements-a-louer?page=5","Appartement F5 grand standing Corniche Mamelles

Mamelles,
Dakar

vendredi, 10:38

1 100 000 F Cfa

778727979

766377247

772699661","https://www.expat-dakar.com/annonce/appartement-f5-grand-standing-corniche-mamelles-5882301","Appartement F5 grand standing Corniche Mamelles","","","Etage 1 et 2/ 1 300 000 FCFA

Étage 3 et 4 / 1 400 000 FCFA

Étage 5 et 6 / 1 500 000 FCFA","Mamelles","Dakar","1 100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3a87ec793ce2f59f505fa0d54bebe695/-/horizon-files-prod/ed/picture/q7857gmx/ee2175fbd8a381e3416ca077a654d13249eaf1aa.jpg"
"1707688543-58","https://www.expat-dakar.com/appartements-a-louer?page=5","Appartement spacieux à Keur Yoff (derrière Cité Ataya)
2 chambre
Sicap foire,
Dakar

vendredi, 10:38

280 000 F Cfa

777488842","https://www.expat-dakar.com/annonce/appartement-spacieux-a-keur-yoff-derriere-cite-ataya-5997574","Appartement spacieux à Keur Yoff (derrière Cité Ataya)","2","2","","Sicap foire","Dakar","280 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/89b110a1f0aa021ccc4321d9224388e8/-/horizon-files-prod/ed/picture/q8v52m80/a8de59e574d2a4de7426b53f34adbf61ef9e2885.jpg"
"1707688545-59","https://www.expat-dakar.com/appartements-a-louer?page=5","Appartement spacieux aux Mamelles (Cité Mackiou Faye)
2 chambre
Mamelles,
Dakar

vendredi, 10:39

300 000 F Cfa

777488842","https://www.expat-dakar.com/annonce/appartement-spacieux-aux-mamelles-cite-mackiou-faye-5994790","Appartement spacieux aux Mamelles (Cité Mackiou Faye)","2","2","","Mamelles","Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/75a6b202d57eadb1130c569b951fbdb1/-/horizon-files-prod/ed/picture/qv4e5n2x/194ef34fd39a526c295f60b74e4c776b63175a93.jpg"
"1707688548-60","https://www.expat-dakar.com/appartements-a-louer?page=5","Appartement spacieux aux Almadies
3 chambre
Almadies,
Dakar

vendredi, 10:39

550 000 F Cfa

777488842","https://www.expat-dakar.com/annonce/appartement-spacieux-aux-almadies-5893376","Appartement spacieux aux Almadies","3","3","","Almadies","Dakar","550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7027acc01758124b0b93fca93a8d7fe9/-/horizon-files-prod/ed/picture/qrzvv5jx/acbeec10e19a99e6c0b21db73274d8d01f817fec.jpg"
